-0.4326,1.1485
-1.6656,3.2642
0.1253,-2.1901
0.2877,-1.0313
-1.1465,1.3227
1.1909,-0.6631
1.1892,-1.7423
-0.0376,0.3359
0.3273,-1.5539
0.1746,-0.3643
-0.1867,-0.1150
0.7258,0.2312
-0.5883,0.0550
2.1832,-3.0843
-0.1364,-0.7562
0.1139,0.1648
1.0668,-1.8126
0.0593,1.5442
-0.0956,0.6699
-0.8323,1.1530
0.2944,-0.4458
-1.3362,1.6519
0.7143,0.6294
1.6236,-3.8614
-0.6918,1.9847
0.8580,-1.2365
1.2540,-1.2515
-1.5937,2.4784
-1.4410,2.0234
0.5711,-2.1854
-0.3999,-1.1038
0.6900,-0.1164
0.8156,-1.7262
0.7119,-2.3432
1.2902,-1.6494
0.6686,-1.0662
1.1908,-2.3521
-1.2025,0.0926
-0.0198,0.3105
-0.1567,-1.7535
-1.6041,2.9189
0.2573,0.4080
-1.0565,0.7814
1.4151,-1.4382
-0.8051,-0.1029
0.5287,-1.5724
0.2193,0.1542
-0.9219,1.8234
-2.1707,3.4492
-0.0592,-0.0693
-1.0106,1.6235
0.6145,1.3421
0.5077,1.7586
1.6924,-2.0664
0.5913,1.6468
-0.6436,0.4840
0.3803,-1.0836
-1.0091,1.5726
-0.0195,-0.0308
-0.0482,1.2118
0.0000,0.6588
-0.3179,-1.2322
1.0950,-4.1241
-1.8740,2.4146
0.4282,-1.4372
0.8956,0.0124
0.7310,0.8513
0.5779,-1.5569
0.0403,0.9676
0.6771,-0.5186
0.5689,-1.1558
-0.2556,1.8297
-0.3775,-0.1392
-0.2959,1.5237
-1.4751,3.0590
-0.2340,-1.8549
0.1184,2.8311
0.3148,1.0413
1.4435,-0.3934
-0.3510,-0.4162
0.6232,-0.8809
0.7990,-2.1709
0.9409,-2.2085
-0.9921,0.0971
0.2120,0.3771
0.2379,1.6047
-1.0078,2.3557
-0.7420,0.2508
1.0823,-3.2599
-0.1315,0.3685
0.3899,-1.1253
0.0880,-1.8674
-0.6355,1.0835
-0.5596,1.1408
0.4437,0.4130
-0.9499,0.6836
0.7812,-1.1987
0.5690,-0.7748
-0.8217,0.6474
-0.2656,0.4832
-1.1878,2.8721
-2.2023,2.3218
0.9863,-0.3357
-0.5186,2.5987
0.3274,-0.6666
0.2341,0.4961
0.0215,0.2725
-1.0039,0.1548
-0.9471,-1.5867
-0.3744,-2.0045
-1.1859,0.8396
-1.0559,0.4450
1.4725,-1.8807
0.0557,-1.4714
-1.2173,1.4444
-0.0412,0.2492
-1.1283,0.4086
-1.3493,2.1070
-0.2611,-1.3820
0.9535,-2.0103
0.1286,-0.3803
0.6565,-1.9549
-1.1678,2.4011
-0.4606,1.9552
-0.2624,0.4984
-1.2132,-0.1912
-1.3194,1.9782
0.9312,-3.4878
0.0112,-0.5462
-0.6451,3.8477
0.8057,-0.3665
0.2316,-1.3815
-0.9898,1.8765
1.3396,-1.6230
0.2895,0.7458
1.4789,-1.8438
1.1380,0.2040
-0.6841,1.6930
-1.2919,1.5058
-0.0729,-0.2263
-0.3306,0.5864
-0.8436,0.6528
0.4978,-0.5768
1.4885,-0.7886
-0.5465,-0.2501
-0.8468,0.0455
-0.2463,0.2387
0.6630,-1.3898
-0.8542,-0.6367
-1.2013,2.0716
-0.1199,-0.1458
-0.0653,-1.5014
0.4853,-0.8799
-0.5955,0.4516
-0.1497,-2.1846
-0.4348,-0.9228
-0.0793,-1.7364
1.5352,-0.4267
-0.6065,0.4644
-1.3474,2.4601
0.4694,0.0899
-0.9036,1.3819
0.0359,-0.7153
-0.6275,0.9125
0.5354,-1.8683
0.5529,-1.2769
-0.2037,-0.4599
-2.0543,2.2528
0.1326,-1.9274
1.5929,-2.9806
1.0184,-0.8206
-1.5804,3.0497
-0.0787,0.4452
-0.6817,0.2389
-1.0246,0.9760
-1.2344,1.3121
0.2888,1.6691
-0.4293,0.3565
0.0558,0.8830
-0.3679,0.2883
-0.4650,-0.3360
0.3710,-0.0615
0.7283,0.3235
2.1122,-3.7764
-1.3573,0.2665
-1.0226,0.8309
1.0378,-0.5744
-0.3898,-0.5343
-1.3813,0.7316
0.3155,0.3074
1.5532,-2.8883
0.7079,0.3398
1.9574,-1.0941
0.5045,-1.1470
1.8645,-1.2045
-0.3398,1.6339
-1.1398,1.4544
-0.2111,1.0707
1.1902,-1.0616
-1.1162,1.1328
0.6353,-0.7081
-0.6014,-0.3929
0.5512,-1.2985
-1.0998,1.0690
0.0860,0.9024
-2.0046,1.4055
-0.4931,1.9697
0.4620,-1.2758
-0.3210,0.9660
1.2366,-2.5465
-0.6313,-0.2361
-2.3252,1.8510
-1.2316,1.4541
1.0556,0.8157
-0.1132,0.2232
0.3792,-0.7906
0.9442,-0.4330
-2.1204,0.9213
-0.6447,0.5483
-0.7043,1.1501
-1.0181,0.7223
-0.1821,0.0141
1.5210,-1.3415
-0.0384,0.4596
1.2274,0.4502
-0.6962,2.6932
0.0075,0.6894
-0.7829,-0.5835
0.5869,-0.2239
-0.2512,-0.3158
0.4801,-1.5243
0.6682,0.0290
-0.0783,0.5623
0.8892,-1.0829
2.3093,-2.6874
0.5246,-1.4110
-0.0118,-1.8284
0.9131,-2.5413
0.0559,-1.2297
-1.1071,0.6917
0.4855,-0.3104
-0.0050,0.2344
-0.2762,-0.9647
1.2765,-0.5764
1.8634,-1.4365
-0.5226,1.9774
0.1034,-0.6136
-0.8076,0.8010
0.6804,-1.2059
-2.3646,3.0823
0.9901,0.0983
0.2189,0.2817
0.2617,2.5101
1.2134,-1.3738
-0.2747,0.7042
-0.1331,-1.8337
-1.2705,0.7245
-1.6636,-0.2248
-0.7036,0.5956
0.2809,-1.5970
-0.5412,-0.1314
-1.3335,0.4312
1.0727,-1.2275
-0.7121,1.6593
-0.0113,1.5617
-0.0008,0.4299
-0.2494,-0.3114
0.3966,-0.2173
-0.2640,-0.5075
-1.6640,0.7206
-1.0290,-0.3786
0.2431,-2.1492
-1.2566,1.1913
-0.3472,1.0193
-0.9414,1.1475
-1.1746,1.1664
-1.0211,1.0412
-0.4017,-0.1568
0.1737,1.7124
-0.1161,-0.1039
1.0641,-2.4785
-0.2454,-0.0574
-1.5175,0.9480
0.0097,-0.1312
0.0714,-0.4615
0.3165,-1.1608
0.4998,-2.2376
1.2781,-1.7276
-0.5478,-1.0001
0.2608,-0.3566
-0.0132,0.9209
-0.5803,2.9499
2.1363,-1.6165
-0.2576,0.6681
-1.4095,2.4621
1.7701,-1.3413
0.3255,0.9695
-1.1190,0.9330
0.6204,-0.4896
1.2698,-1.9274
-0.8960,0.1368
0.1352,-0.7303
-0.1390,0.9514
-1.1634,1.2329
1.1837,-3.0174
-0.0154,1.8428
0.5362,0.1179
-0.7164,-0.8283
-0.6556,0.2805
0.3144,-0.1067
0.1068,-0.8724
1.8482,-1.9546
-0.2751,0.6139
2.2126,-1.1791
1.5085,-2.9133
-1.9451,0.9145
-1.6805,1.0372
-0.5735,0.7443
-0.1858,1.5307
0.0089,1.9273
0.8369,-0.0956
-0.7223,1.5343
-0.7215,0.5787
-0.2012,0.1013
-0.0205,-0.7797
0.2789,0.2144
1.0583,0.1793
0.6217,0.6743
-1.7506,1.4724
0.6973,-0.4802
0.8115,-0.1808
0.6363,-1.1849
1.3101,-1.0804
0.3271,0.0282
-0.6730,1.1943
-0.1493,-0.4666
-2.4490,3.7948
0.4733,0.5016
0.1169,-2.4949
-0.5911,-0.5012
-0.6547,0.3290
-1.0807,-0.9316
-0.0477,1.6154
0.3793,-0.1460
-0.3304,0.9768
-0.4999,-0.6295
-0.0360,0.2330
-0.1748,1.8716
-0.9573,1.6833
1.2925,-0.5000
0.4409,0.1624
1.2809,-1.3393
-0.4977,-0.6109
-1.1187,3.2629
0.8076,-2.1605
0.0412,0.4158
-0.7562,1.1474
-0.0891,2.1621
-2.0089,1.6855
1.0839,0.3842
-0.9812,0.4788
-0.6885,0.8981
1.3395,-0.5847
-0.9092,-0.0389
-0.4129,1.0260
-0.5062,2.2667
1.6197,-1.5310
0.0809,2.5147
-1.0811,0.4056
-1.1245,3.9113
1.7357,-1.7525
1.9375,-1.6658
1.6351,-2.5492
-1.2559,-0.6954
-0.2135,-0.1039
-0.1989,0.7873
0.3075,0.5215
-0.5723,-1.1025
-0.9776,-0.9446
-0.4468,0.0101
1.0821,-1.0371
2.3726,0.0440
0.2293,-0.5392
-0.2666,0.4542
0.7017,0.2460
-0.4876,-0.0381
1.8625,-2.9781
1.1069,-2.6992
-1.2276,2.4024
-0.6699,1.1550
1.3409,0.3046
0.3881,-0.8423
0.3931,0.6157
-1.7073,3.7567
0.2279,0.3742
0.6856,-0.6678
-0.6368,-0.9736
-1.0026,2.2414
-0.1856,0.8692
-1.0540,0.2733
-0.0715,0.6025
0.2792,1.8553
1.3733,-1.0189
0.1798,0.0519
-0.5420,1.8300
1.6342,-1.6477
0.8252,-2.1586
0.2308,-0.7871
0.6716,0.0840
-0.5081,-0.4038
0.8564,0.5153
0.2685,-0.0229
0.6250,-0.5061
-1.0473,1.4320
1.5357,-1.6058
0.4344,-1.0127
-1.9171,2.3864
0.4699,0.8297
1.2744,0.3604
0.6385,-1.3414
1.3808,-0.5735
1.3198,-2.3473
-0.9094,2.2039
-2.3056,2.3205
1.7887,-1.5700
0.3908,1.3224
0.0203,-2.0991
-0.4060,0.5189
-1.5349,0.4484
0.2214,-1.7797
-1.3745,2.0119
-0.8393,0.4347
-0.2086,-0.1947
0.7559,-0.6718
0.3757,-0.8111
-1.3454,0.7828
1.4819,-0.6038
0.0327,-0.8474
1.8705,-2.1288
-1.2090,1.7023
-0.7826,-0.0201
-0.7673,0.7590
-0.1072,0.7348
-0.9771,1.1314
-0.9640,3.5447
-2.3792,1.0729
-0.8382,1.8617
0.2573,0.5204
-0.1838,-0.6501
-0.1676,-0.4190
-0.1170,0.1827
0.1685,-0.1808
-0.5012,0.4242
-0.7051,-0.8535
0.5082,1.1944
-0.4209,-0.0481
0.2291,-0.1345
-0.9595,1.2466
-0.1460,1.0654
0.7445,-0.2344
-0.8905,1.1359
0.1391,-1.5396
-0.2361,1.2057
-0.0755,1.6692
-0.3586,-1.0793
-2.0776,0.5434
-0.1435,0.0688
1.3933,-1.3119
0.6518,-1.4950
-0.3771,-0.1875
-0.6614,0.6332
0.2490,-1.4927
-0.3835,1.1166
-0.5285,0.5881
0.0554,0.0938
1.2538,0.3421
-2.5200,1.7428
0.5849,0.9654
-1.0081,2.0631
0.9443,-1.1109
-2.4240,2.7384
-0.2238,1.6434
0.0581,0.2693
-0.4246,0.9003
-0.2029,0.6017
-1.5131,1.4403
-1.1264,2.4411
-0.8150,1.7933
0.3666,1.3555
-0.5861,0.1738
1.5374,-0.9723
0.1401,0.5998
-1.8628,2.0829
-0.4542,1.7670
-0.6521,1.2812
0.1033,-1.2113
-0.2206,-0.2264
-0.2790,-0.4469
-0.7337,1.0877
-0.0645,-0.4422
